Epoch,Mean reward,Sharpe,MDD,Turnover,Entropy,Policy loss,Value loss
45,-0.0081234425,-2.7347612935694747,0.16923581,0.5639172,0.021701630204916,2.384186e-10,1.2270203
46,-0.011845677,-4.3335554131597025,0.20184354,0.56209296,0.02065206877887249,-2.384186e-10,1.3123016
47,-0.014549976,-6.076592542081753,0.24732913,0.5608388,0.023391593247652054,4.768372e-10,1.2666174
48,-0.009343,-3.8433061549521508,0.16564897,0.562025,0.023011988028883934,2.384186e-10,1.34817
49,-0.007119416,-2.4094937293517864,0.11926896,0.5698426,0.02540392242372036,4.768372e-10,1.4204022
50,-0.014485739,-4.919652635713315,0.26119518,0.5666178,0.022881383076310158,-2.384186e-10,1.4079784
51,-0.01356332,-5.341615163489921,0.24174161,0.56652564,0.024731196463108063,-7.1525574e-10,1.3084179
52,-0.014061078,-6.220259318015817,0.23574714,0.56200886,0.021435877308249474,2.384186e-10,1.4931829
53,-0.01257847,-5.169865584575353,0.21133696,0.5665571,0.023234296590089798,4.768372e-10,1.3069668
54,-0.015077454,-5.095936344398995,0.24501862,0.56676,0.022010542452335358,-0.0,1.2387443
55,-0.012315839,-5.871823862189192,0.21407513,0.5638421,0.023435955867171288,-9.536744e-10,1.3791075
56,-0.0031331428,-1.3634881797805436,0.08763425,0.5697954,0.02509545348584652,-2.384186e-10,1.2677904
57,-0.013267467,-4.548429861068786,0.25088036,0.57466537,0.025331085547804832,-7.1525574e-10,1.268673
58,-0.004030959,-1.5370932134070106,0.077440776,0.5687948,0.021937964484095573,-0.0,1.179014
59,-0.016115442,-5.366679911745291,0.2715134,0.56501204,0.022402992472052574,-2.384186e-10,1.2686746
60,-0.011500258,-4.7310681665500995,0.19816037,0.5601397,0.02085736021399498,2.384186e-10,1.2755325
61,-0.004596062,-1.4898134972555688,0.11179593,0.55852735,0.018967341631650925,-0.0,1.3096149
62,-0.012836507,-6.344417770082734,0.2203948,0.5600623,0.020556319504976273,-0.0,1.2093265
63,0.0019874899,0.697840593921614,0.053136583,0.5538402,0.022108713164925575,-2.384186e-10,1.3701272
64,-0.014445761,-5.012419959718998,0.26243484,0.5670643,0.02684919908642769,-2.384186e-10,1.0819893
65,-0.0112431245,-3.8491006620905104,0.1971679,0.5693129,0.02030596137046814,-0.0,1.1293037
66,-0.017460529,-7.88588992498496,0.28840554,0.5670913,0.022384312003850937,-0.0,1.1166384
67,-0.018301021,-8.18987999516223,0.31630492,0.5631586,0.02071559429168701,-2.384186e-10,1.1631685
68,-0.015914803,-5.972874568672067,0.26837856,0.5612302,0.024164391681551933,-0.0,1.1041797
69,-0.009808896,-3.4400861211513742,0.1668961,0.5631528,0.022408131510019302,-0.0,1.1513411
70,-0.010036926,-3.4285188314142068,0.17880274,0.56590426,0.02283194288611412,-9.536744e-10,1.1479925
71,-0.016863933,-7.239447173914155,0.28223556,0.57377434,0.022951800376176834,2.384186e-10,1.0774181
72,-0.007897472,-3.078050269413637,0.16358835,0.5750759,0.022590382024645805,2.384186e-10,1.1248769
73,-0.010595201,-4.2515061237715255,0.19387071,0.5671248,0.020942172035574913,-2.384186e-10,1.1054838
74,-0.012975559,-5.106349147439326,0.21691085,0.55271167,0.01988087221980095,2.384186e-10,1.0427202
75,-0.017254498,-8.769296110458518,0.2761748,0.55259866,0.021863926202058792,-9.536744e-10,1.0564861
76,-0.012732407,-5.894513430877242,0.2188706,0.5673194,0.02015024796128273,-0.0,1.0502628
77,-0.015755642,-6.2652009146131125,0.2670507,0.5657378,0.021976355463266373,-0.0,1.0766361
78,-0.016194308,-7.709458220318776,0.26722562,0.56964684,0.025584276765584946,2.384186e-10,1.0343109
79,-0.012276446,-4.259969239890784,0.2114904,0.57129437,0.02483254298567772,-0.0,1.0638825
80,-0.012202206,-4.370679896485013,0.21146947,0.5601634,0.02306835725903511,-2.384186e-10,1.0624851
81,-0.007988831,-3.218364419149292,0.12776051,0.5688424,0.0226421058177948,-4.768372e-10,1.0134939
82,-0.018889677,-7.387677091743352,0.31695303,0.5737297,0.023546481505036354,4.768372e-10,1.0427145
83,-0.009920938,-3.5774780114380778,0.20849234,0.567033,0.024719852954149246,-0.0,1.0386282
84,-0.010545865,-3.617752568823174,0.19627587,0.5569215,0.020054582506418228,-4.768372e-10,1.0014489
85,-0.019957611,-7.705701600885987,0.32469517,0.5651449,0.022657910361886024,-0.0,0.9927927
86,-0.011023561,-4.403829888695223,0.18871503,0.5608829,0.02237413451075554,2.384186e-10,0.98381364
87,-0.004377817,-1.358516404230334,0.13785742,0.57308215,0.021764125674962997,7.1525574e-10,0.97406274
88,-0.013591066,-6.448073810225969,0.24099159,0.5571674,0.02273677848279476,-4.768372e-10,0.97299147
89,-0.0066046463,-2.2774489926975363,0.1069931,0.56318665,0.01908700354397297,2.384186e-10,0.94524384
90,-0.016282639,-6.904319261189613,0.25067106,0.56933224,0.023523662239313126,7.1525574e-10,0.95780945
91,-0.0126760695,-5.151442603224806,0.2015225,0.56667185,0.025393981486558914,-9.536744e-10,0.9410082
92,-0.0027071177,-0.8259342210618911,0.13807335,0.56111294,0.019937140867114067,-4.768372e-10,0.9180772
93,-0.013585707,-5.592176253955569,0.23445863,0.5612442,0.022572120651602745,-0.0,0.9213537
94,-0.016506096,-7.039019904442837,0.2766063,0.5709557,0.021873410791158676,-2.384186e-10,0.89982367
95,-0.009533833,-3.953556383319286,0.16965501,0.5661307,0.020100777968764305,2.384186e-10,0.89211595
96,-0.010588946,-4.05344059807356,0.20772235,0.5658612,0.020650234073400497,-0.0,0.88297766
97,-0.010885841,-4.572017965244965,0.1996015,0.5678855,0.023588944226503372,-4.768372e-10,0.8573612
98,-0.010362445,-4.129289973709154,0.18389998,0.56204396,0.021685784682631493,-0.0,0.8471807
99,-0.006518216,-2.58279520714683,0.11689608,0.56617785,0.021954553201794624,4.768372e-10,0.82000387
100,-0.013064494,-5.624169609718317,0.21093254,0.5604024,0.019792914390563965,2.384186e-10,0.8150257
101,-0.015601426,-6.424945368996949,0.26668397,0.567269,0.02511153183877468,-0.0,0.7939725
102,-0.012256919,-4.702113154565261,0.229492,0.5709731,0.02291598729789257,-4.768372e-10,0.8127025
103,-0.011580658,-3.8492313748465543,0.2092706,0.5599149,0.023000795394182205,-2.384186e-10,0.7855331
104,-0.009614052,-3.3947418569964767,0.17963631,0.56777906,0.020035091787576675,2.384186e-10,0.78558886
105,0.00203916,0.6627997337273267,0.04965004,0.56384706,0.023079993203282356,4.768372e-10,0.773743
106,-0.018988907,-7.2379699002690865,0.32380992,0.5613072,0.02093672566115856,2.384186e-10,0.7656724
107,-0.01311552,-4.79605032091072,0.20407668,0.5565388,0.02052779123187065,-0.0,0.74867743
108,-0.00605576,-2.2995120512770777,0.14043091,0.5709261,0.025914976373314857,2.384186e-10,0.7403358
109,-0.010970509,-4.063172568325426,0.20835607,0.56152266,0.0201453547924757,-2.384186e-10,0.74447423
110,-0.01282301,-5.740736169141984,0.20506561,0.5644557,0.020042721182107925,4.768372e-10,0.71995324
111,-0.007473509,-3.012708350958853,0.15958853,0.56378514,0.024661172181367874,4.768372e-10,0.71252096
112,-0.010038203,-3.381172040837552,0.20993365,0.56082,0.025307079777121544,-0.0,0.69899434
113,-0.01293274,-4.261685466942937,0.22543319,0.5658488,0.02123590186238289,-4.768372e-10,0.6866236
114,-0.008358533,-3.5513647402274247,0.1487729,0.5578078,0.02577226795256138,9.536744e-10,0.6887404
115,-0.016627867,-7.238064180932747,0.27629933,0.55745786,0.020045673474669456,-0.0,0.68622315
116,-0.00809289,-3.170879623178268,0.12058941,0.56373656,0.023832906037569046,2.384186e-10,0.6675919
117,-0.010293056,-4.290216850323261,0.17960665,0.55291814,0.02205631136894226,-2.384186e-10,0.65763015
118,-0.012728974,-5.002427162525873,0.23670982,0.5589735,0.02027381956577301,-0.0,0.66037863
119,-0.014115828,-5.464692711545511,0.25125864,0.56508124,0.022381072863936424,-0.0,0.6370311
120,-0.0061097583,-2.3442213093950977,0.1488231,0.5630756,0.022535234689712524,-0.0,0.65027106
121,-0.014666517,-5.579869929573436,0.25594667,0.5677405,0.021583011373877525,4.768372e-10,0.63534987
122,-0.01363731,-5.443564835645984,0.24520795,0.56701,0.022735247388482094,-4.768372e-10,0.6211448
123,-0.005972348,-2.0431670530627493,0.15453938,0.55597764,0.02060282975435257,-4.768372e-10,0.62042445
124,-0.015106931,-5.737780712343437,0.23880985,0.55477476,0.018002137541770935,-2.384186e-10,0.60694045
125,-0.009583751,-3.41702871211293,0.19377585,0.56285065,0.01787775382399559,-2.384186e-10,0.60825
126,-0.008003795,-2.9899082725435107,0.16107504,0.57197714,0.0231561791151762,-0.0,0.59489137
127,-0.005565799,-2.331945928117383,0.11016566,0.5683122,0.02263791486620903,-2.384186e-10,0.58272094
128,-0.0094825355,-3.832337246786916,0.16272326,0.5664842,0.023115430027246475,-0.0,0.578225
129,-0.013738538,-5.195561445399325,0.23187074,0.56669456,0.02264399640262127,-7.1525574e-10,0.57521045
130,-0.006184277,-2.434783820218972,0.14862527,0.5715268,0.021833885461091995,-0.0,0.56843483
131,-0.013814245,-6.568523432674166,0.21701343,0.5640145,0.022821078076958656,2.384186e-10,0.5673434
132,-0.008295623,-2.928611198760086,0.13567021,0.5609106,0.020884107798337936,-2.384186e-10,0.54916155
133,-0.0024911198,-0.9560516506554877,0.06399803,0.5699585,0.02325819432735443,4.768372e-10,0.5504254
134,-0.017364848,-7.354650742140764,0.2838147,0.56323785,0.022933898493647575,-0.0,0.5439187
135,-0.013366491,-5.318069948899239,0.23221356,0.5609676,0.02219160832464695,-2.384186e-10,0.5369824
136,-0.007182305,-2.812575206158188,0.13842976,0.5623352,0.0227055661380291,-0.0,0.5312009
137,-0.0066427044,-2.493620537259985,0.123386785,0.5522939,0.019107410684227943,2.384186e-10,0.5284591
138,-0.006270062,-2.294199316825211,0.12102925,0.56012356,0.02485603094100952,4.768372e-10,0.52131003
139,-0.008662998,-2.9512365454260165,0.16285026,0.5614872,0.019730158150196075,-0.0,0.5218628
140,-0.008594917,-2.840975632106177,0.1596809,0.5620157,0.02451123297214508,-2.384186e-10,0.5095399
141,-0.012874554,-5.006558547219387,0.20877087,0.5535338,0.018645942211151123,2.384186e-10,0.51163083
142,-0.011670949,-4.572722461258524,0.21000528,0.56253695,0.021685710176825523,-2.384186e-10,0.4992259
143,-0.012763569,-4.215977333828583,0.22829549,0.58007526,0.022524122148752213,2.384186e-10,0.50125015
144,-0.012550136,-5.615503064116251,0.2061049,0.5726196,0.028036151081323624,-2.384186e-10,0.50062066
145,-0.012230071,-4.603573150429671,0.19843684,0.5449144,0.020746564492583275,-0.0,0.48522893
146,-0.012600671,-5.467497840867064,0.21216968,0.5527294,0.021431956440210342,-4.768372e-10,0.4855318
147,-0.013500549,-5.6175968175071915,0.23955305,0.56282306,0.02196292206645012,4.768372e-10,0.47857887
148,-0.013126731,-4.395893193948842,0.2389833,0.5716395,0.024384846910834312,-2.384186e-10,0.48709592
149,-0.013504958,-5.138769040761682,0.22699176,0.5532177,0.02111632004380226,-0.0,0.46842232
150,-0.0122124,-4.678840279368598,0.21319094,0.5659755,0.0203679408878088,4.768372e-10,0.46983844
151,-0.0060251006,-2.3749325407411144,0.11993798,0.55733013,0.020094869658350945,-9.536744e-10,0.47114515
152,-0.00908491,-3.544582223967587,0.14914185,0.56208265,0.022902468219399452,-2.384186e-10,0.4641412
153,-0.0104552,-3.429217488151397,0.16124992,0.55532503,0.021750593557953835,2.384186e-10,0.45709372
154,-0.010723043,-3.656104990110707,0.2012771,0.5617702,0.022245287895202637,-4.768372e-10,0.45535564
155,-0.007397136,-2.383053401900563,0.13931127,0.58045244,0.022759471088647842,-2.384186e-10,0.44443148
156,-0.014723366,-7.8060043228698035,0.24331793,0.56977946,0.025041330605745316,-2.384186e-10,0.44197932
157,-0.017305568,-6.730581308400002,0.2863304,0.5703622,0.020467069000005722,4.768372e-10,0.43653947
158,-0.015290668,-6.5382090893554885,0.27281576,0.5616156,0.025423776358366013,-2.384186e-10,0.4347287
159,-0.012766863,-5.157357840938451,0.22987747,0.5605445,0.02024933695793152,-4.768372e-10,0.42726213
160,-0.012185121,-4.540140996864877,0.22552803,0.57801104,0.023537706583738327,2.384186e-10,0.4232561
161,-0.0075398893,-2.6921858595342414,0.15023635,0.5587628,0.023693392053246498,4.768372e-10,0.42527738
162,-0.008281543,-2.68399663141301,0.13792448,0.56598777,0.020075447857379913,-2.384186e-10,0.42217213
163,-0.0070984354,-2.947047356453959,0.12586778,0.56428224,0.02471410669386387,7.1525574e-10,0.4190689
164,-0.016035527,-5.128908028212243,0.27658078,0.56028634,0.023226547986268997,-0.0,0.4097886
165,-0.013425624,-5.391575040349886,0.23168415,0.5705183,0.022651031613349915,2.384186e-10,0.39679027
166,-0.008509487,-2.862833464978378,0.15236178,0.5641359,0.02474423125386238,4.768372e-10,0.37588176
167,-0.0098892655,-3.4840664451509786,0.17866552,0.5582579,0.02097439020872116,4.768372e-10,0.37843412
168,-0.015344402,-6.008341538879083,0.26495343,0.5583164,0.020085277035832405,-4.768372e-10,0.38822255
169,-0.014469502,-5.737915634560715,0.23464514,0.56710213,0.023882737383246422,2.384186e-10,0.36135402
170,-0.013720011,-4.94622086626886,0.22451255,0.556716,0.01874302327632904,-0.0,0.36959273
171,-0.011141014,-4.264298904439516,0.18307173,0.5585211,0.021823700517416,-2.384186e-10,0.36139077
172,-0.012271659,-4.545739820701601,0.21874979,0.55392593,0.022351179271936417,-4.768372e-10,0.36443692
173,-0.007362024,-2.6418348021736424,0.17000729,0.56113684,0.019800474867224693,4.768372e-10,0.3581919
174,-0.014183089,-5.038930768683956,0.22699091,0.56678325,0.021847229450941086,2.384186e-10,0.35134202
175,-0.014260131,-6.767706921522673,0.2406571,0.56132585,0.0231054425239563,-0.0,0.3478525
176,-0.008415929,-3.04090165565148,0.1563341,0.566427,0.023276060819625854,-0.0,0.33415556
177,-0.015394928,-6.646669565721652,0.24928023,0.5610765,0.02009919099509716,-4.768372e-10,0.3466559
178,-0.0022038585,-0.8437019260488626,0.061171003,0.5700591,0.022213764488697052,2.384186e-10,0.3216412
179,-0.0060762074,-2.0258406712028103,0.11712774,0.56699675,0.023497244343161583,-4.768372e-10,0.30653092
180,-0.008754009,-3.3172260557089976,0.15487012,0.56921154,0.01907327212393284,-0.0,0.29735366
181,-0.015948763,-5.7224476498911665,0.26085287,0.56825113,0.019529232755303383,-0.0,0.3150701
182,-0.015463851,-6.060732061621103,0.28408185,0.5725951,0.02267889678478241,4.768372e-10,0.30854982
183,-0.0084706,-3.692881663692368,0.14783089,0.56453353,0.023573685437440872,-4.768372e-10,0.28994733
184,-0.013103063,-4.967791128069977,0.22386642,0.55619043,0.021475449204444885,-2.384186e-10,0.30784005
185,-0.017642755,-7.008902436828179,0.27307457,0.57560796,0.022622475400567055,-2.384186e-10,0.2950613
186,-0.006980869,-2.6069436274071536,0.16262978,0.5574505,0.019347550347447395,2.384186e-10,0.2878014
187,-0.010562791,-4.495025240212438,0.19985203,0.57125527,0.017350107431411743,4.768372e-10,0.29201695
188,-0.009579721,-3.869400787719461,0.16051154,0.5593015,0.024778176099061966,7.1525574e-10,0.27423376
189,-0.0120131895,-3.9984691804561003,0.20658173,0.56243116,0.021539371460676193,-0.0,0.2704205
190,-0.0011591656,-0.41722557314042186,0.07707576,0.56024796,0.01978924497961998,-2.384186e-10,0.24668089
191,-0.014259635,-4.68962901208585,0.23137343,0.5665152,0.02294495701789856,-0.0,0.25059786
192,-0.010061594,-3.419128169749523,0.21655232,0.55700636,0.02490926720201969,9.536744e-10,0.24891925
193,-0.012701196,-5.056939895590752,0.21765448,0.5567603,0.022297190502285957,-4.768372e-10,0.22893229
194,-0.012500914,-3.9704914131461604,0.23477781,0.5672237,0.02595938742160797,-2.384186e-10,0.22031999
195,-0.011078258,-4.065989372085071,0.17478023,0.56607646,0.023719755932688713,-2.384186e-10,0.20039997
196,-0.0118129505,-5.02541630734883,0.1721139,0.56287223,0.02153633162379265,4.768372e-10,0.20188431
197,-0.010217989,-3.4541124391157263,0.18841895,0.56401676,0.02288234606385231,-0.0,0.19637108
198,-0.012623432,-4.927155470578434,0.22603655,0.57373047,0.023012232035398483,-2.384186e-10,0.19369629
199,-0.0054364824,-2.1733906799154035,0.10440434,0.5683797,0.021500367671251297,-4.768372e-10,0.19659276
200,-0.011937193,-4.620787322576858,0.20850947,0.5627125,0.02099701575934887,-4.768372e-10,0.19498083
201,-0.013893718,-5.950865781637617,0.22713499,0.56334156,0.020355908200144768,-0.0,0.19226062
202,-0.017291684,-6.006728036956858,0.2681496,0.5569104,0.018461553379893303,-0.0,0.18866114
203,-0.006132156,-2.138302127160133,0.15312015,0.56764203,0.02465827390551567,2.384186e-10,0.1912947
204,-0.016161753,-7.195031942225107,0.26415983,0.5509745,0.019212935119867325,4.768372e-10,0.17847665
205,-0.0005089431,-0.17920862679186636,0.04065346,0.56019914,0.022484246641397476,-2.384186e-10,0.17884807
206,-0.009646795,-4.561228837889451,0.1751574,0.56332386,0.020280923694372177,-0.0,0.18360865
207,-0.018931558,-7.534861968478731,0.31880715,0.5608971,0.02333122119307518,-0.0,0.18582699
208,-0.018425277,-7.09263164035946,0.2974491,0.5597558,0.0208967886865139,4.768372e-10,0.1764375
209,-0.013819878,-5.249298640951078,0.2162132,0.566339,0.02256215177476406,-0.0,0.17227128
210,-0.013819495,-5.586112627845685,0.23945737,0.57478184,0.022122006863355637,-0.0,0.16979861
211,-0.012151939,-6.13291682562108,0.21267475,0.56712323,0.019777726382017136,-4.768372e-10,0.16944525
212,-0.0085832495,-3.40464923533219,0.1483507,0.5563264,0.019228195771574974,2.384186e-10,0.16170774
213,-0.014327785,-4.544669649954149,0.2517217,0.5594222,0.02149629034101963,4.768372e-10,0.17591181
214,-0.01720123,-7.328438605360769,0.2786392,0.5594862,0.02177472785115242,-2.384186e-10,0.16885014
215,-0.010149136,-3.722914741257424,0.19573224,0.57027054,0.022119034081697464,-0.0,0.15971498
216,-0.014100611,-4.7618618450101025,0.22244488,0.5657199,0.021348092705011368,4.768372e-10,0.16311094
217,-0.014354577,-6.207508714480761,0.24053058,0.56728524,0.02166995219886303,-0.0,0.15811256
218,-0.016294274,-6.41225709375618,0.28786403,0.5640545,0.021500615403056145,-2.384186e-10,0.16157646
219,-0.0032328838,-1.2247799204613632,0.08404238,0.56817603,0.02363787218928337,4.768372e-10,0.15382303
220,-0.009826693,-4.176705564800787,0.20221396,0.56220114,0.022355949506163597,-0.0,0.1406965
221,-0.010080352,-3.9227672823595743,0.16442169,0.5586413,0.024551544338464737,-4.768372e-10,0.16536412
222,-0.011670736,-4.401947364600093,0.21619694,0.56271243,0.018107270821928978,-9.536744e-10,0.1596737
223,-0.010434204,-4.622406058808257,0.1700368,0.5646198,0.023593617603182793,-2.384186e-10,0.14063263
224,-0.011070214,-3.950532003906889,0.18711588,0.5582774,0.02329360507428646,2.384186e-10,0.13252163
225,0.0010035785,0.353022513898133,0.029830163,0.56900173,0.025723988190293312,2.384186e-10,0.1285384
226,-0.006396054,-2.523413448691874,0.13344221,0.5680291,0.01978004351258278,-0.0,0.13104253
227,-0.009581307,-4.371351685446594,0.19264622,0.56333673,0.017810458317399025,-0.0,0.14091775
228,-0.011126232,-3.7450248602345515,0.21584532,0.5683891,0.021426241844892502,-4.768372e-10,0.1234356
229,-0.01245747,-5.153151099084813,0.22642156,0.5528913,0.02069489099085331,-0.0,0.13118373
230,-0.0130176,-5.206494691442527,0.2351146,0.5638077,0.020530113950371742,2.384186e-10,0.11411655
231,-0.014231274,-6.799061465582335,0.21507111,0.56783944,0.023679405450820923,7.1525574e-10,0.102032766
232,-0.008161858,-2.8295680925235627,0.14612213,0.55458564,0.02305067703127861,-0.0,0.12521556
233,-0.014807822,-5.815422978272251,0.23960876,0.5683862,0.021020563319325447,-0.0,0.10844505
234,-0.009932879,-3.608728523723642,0.179923,0.5606372,0.01962936855852604,2.384186e-10,0.105069265
235,0.0054227863,2.0966755810551407,0.019008473,0.5587426,0.018916284665465355,1.192093e-10,0.0922902
236,-0.01305026,-4.847609984761347,0.21751937,0.56334066,0.024108244106173515,2.384186e-10,0.08749553
237,-0.013403317,-6.340692485996633,0.22042084,0.5648565,0.02477974072098732,7.1525574e-10,0.085697345
238,-0.011083508,-4.209336181423725,0.197226,0.56547624,0.020622357726097107,-0.0,0.07797832
239,-0.012658054,-4.3650688124492945,0.2290637,0.56166667,0.020123153924942017,-0.0,0.07699629
240,-0.015676795,-6.35816550478458,0.26812667,0.56624955,0.020327800884842873,2.384186e-10,0.07366033
241,-0.007821081,-2.5670792709234744,0.18274178,0.5637782,0.023296354338526726,4.768372e-10,0.07680142
242,-0.014348489,-6.71558694368212,0.23277637,0.56349903,0.017622480168938637,-2.384186e-10,0.07458688
243,-0.013888031,-5.388805068778035,0.22440119,0.55991095,0.022512618452310562,2.384186e-10,0.078446805
244,-0.012879139,-4.824405069902369,0.20493054,0.56975013,0.02059851586818695,-2.384186e-10,0.07778168
245,-0.0151852695,-5.894610766972831,0.25536728,0.57344526,0.023790132254362106,-0.0,0.07926434
246,-0.013878619,-5.1119187961324295,0.22567634,0.5665783,0.023849939927458763,-0.0,0.07599106
247,-0.009562402,-3.5757115851765704,0.18396613,0.57244205,0.023128511384129524,4.768372e-10,0.07026108
248,-0.017991377,-6.8197544531487795,0.29345697,0.56554794,0.024216508492827415,-2.384186e-10,0.0655638
249,-0.009321716,-3.16433019626133,0.17509247,0.5580413,0.02178073674440384,2.384186e-10,0.06076004
250,-0.01661318,-5.237561650453381,0.28202957,0.55570203,0.01883089914917946,-0.0,0.06046585
251,-0.010414258,-4.196160744786238,0.17762579,0.5574557,0.02439630590379238,-0.0,0.05986626
252,-0.011841504,-4.29791763201431,0.2104921,0.56008357,0.01817924901843071,-0.0,0.06175481
253,-0.012762597,-5.536383536840039,0.20944487,0.56568897,0.02380295656621456,-0.0,0.06315199
254,-0.010271409,-3.9176681290553983,0.1860735,0.5613056,0.022308669984340668,2.384186e-10,0.05975287
255,-0.015579589,-7.33872622946289,0.27360237,0.5604508,0.020139673724770546,2.384186e-10,0.057149887
256,-0.008829338,-3.9423987260343085,0.17859513,0.5568656,0.022254563868045807,-2.384186e-10,0.052113492
257,-0.0034513336,-1.3349137784059433,0.06762695,0.56710213,0.025354385375976562,2.384186e-10,0.05209757
258,-0.008504408,-3.2618731748044265,0.15190335,0.5618253,0.024006396532058716,2.384186e-10,0.053772338
259,-0.012117846,-5.898699268202471,0.20118667,0.5617655,0.019922135397791862,4.768372e-10,0.058838286
260,-0.015630942,-7.186645856119943,0.2571233,0.5557688,0.02164558880031109,-0.0,0.059097134
261,-0.013626981,-6.19299122077227,0.23396091,0.55444765,0.01836690492928028,-0.0,0.053633355
262,-0.012356877,-5.228392996872789,0.21266507,0.56879014,0.02239472046494484,-0.0,0.055923145
